Timestamp,AAPL,MSFT,AMZN,NVDA,GOOGL,GOOG,TSLA,META,BRK-B,UNH,XOM,JNJ,JPM,V,LLY,PG,AVGO,HD,MA,CVX,MRK,ABBV,PEP,COST,KO,ADBE,BAC,CRM,PFE,MCD,CSCO,TMO,ACN,WFC,DIS,ABT,LIN,VZ,NEE,INTC,NKE,UPS,PM,BMY,RTX,HON,AMGN,MDT,SBUX,LOW,GS
2025-08-01 09:30:00,234.34645358727795,67.65559110218106,205.02566591434135,436.2025013693922,74.1194890042291,483.38784981016454,94.18902274578699,117.97878807651284,105.81805938781093,87.3697090674871,372.26452237360115,448.6030605631792,418.88925004908344,465.6361500016349,382.06024870769505,393.89914997078637,458.12723078645325,497.65761554767175,462.90392241435404,442.4283748313072,215.5441322325461,253.82075820248662,100.9756522357882,125.25172347188598,111.1407225457514,270.5145453598942,357.6177875904676,320.46108443381956,86.96591918118708,323.3897858023118,229.45576848954224,196.78675220501523,155.48774535530276,270.7510312620708,317.2342857724146,400.1961489815073,62.51420406431764,381.4592778560033,120.9967466843941,69.34138192455853,342.1674648612125,339.48693725474453,337.6007439465301,220.1176345528176,324.47302273876755,330.75938682019677,196.63311214570626,321.59178951745776,195.60921410152804,304.08953369291316,341.6093003303435
2025-08-01 09:31:00,234.6084054646471,67.65830779786388,204.69208727913957,436.18092626199666,74.18167159499625,483.9791180424761,94.24003703277961,117.93106789982625,105.92330137992009,87.39014827618742,372.9459581390014,449.15770599946785,418.4318347114289,465.2853933952152,382.3283202464698,393.9794644008205,458.56688448862,497.9058257617784,462.8565731178676,442.26035554734517,215.60333222892154,253.65609238536916,101.05084946051849,125.61224485494579,110.94990466496637,270.7922266066191,357.9319635064781,319.6916442936919,86.92410458657642,323.02564072471455,229.6909567235699,196.5524498414456,155.55854436222188,271.0762575001776,317.1774081230854,400.4315781875476,62.541722617480815,381.12979575399225,120.99507608107344,69.3927385616249,342.27278294353295,339.4361434156193,337.62435719183776,219.8184760201896,324.8529998258352,330.3126998851494,196.76301560605145,322.0970886034618,195.7291253054051,303.57376940973757,341.16902786050764
2025-08-01 09:32:00,234.60296482972126,67.68660592045968,204.66563187901497,435.58205206067487,74.25649827259747,483.7695137939317,94.0311012525427,118.04342280615425,105.9124621097092,87.42572976254208,372.86530061555146,448.6273867447653,418.82037826078437,465.67834443068494,381.8217296402581,394.01108032376095,459.0324587984454,497.73547486963014,463.74064327852955,442.96819122554274,215.37576683376219,253.99965391942706,101.22059653821394,125.66868790212162,111.14778867767998,270.42777631509693,358.3080411308289,319.9145187074964,86.97261446654218,322.5942280620377,229.50306874157255,196.5989279614091,155.41308607687853,270.5986139826458,317.17731539968895,400.5260422454625,62.47433576721291,381.10836520769243,121.24452829081629,69.38773787498984,341.81005526208156,339.58315305066407,337.9905125965572,219.81505423612882,324.3325702697597,330.4177061540494,196.80705121538074,321.8215093704082,195.97136245728146,304.00490264228443,341.79349454472964
2025-08-01 09:33:00,234.6415758522973,67.61256465921134,204.87790527295866,436.06643057502134,74.2952772642281,483.9291899830226,94.0182793938644,117.98344088004323,105.92634164242386,87.43065477100792,372.9816165312546,448.60806488379484,418.8987221178686,465.32241264294163,381.6542503036959,394.26947949618403,458.9334223895932,497.74490193140525,463.00836593563,443.0631011759895,215.18369163635973,253.91370821145586,101.39964948687856,125.8663941937353,111.07660663876929,270.75551970032495,359.16593227989,320.1529874374803,86.96082909169195,322.45786797397716,229.50663384740855,196.31861145770776,155.28342166592523,270.1027733431774,317.3629180289153,400.65761596569445,62.5213119941103,381.605345231406,121.23090565511147,69.44490927699317,341.96690515569946,339.0660614465928,338.4587035854506,219.7710558047744,324.434725682419,330.8700076590304,196.91942540078355,321.69316589388876,195.75963623684638,303.9898421119894,342.50112700362445
2025-08-01 09:34:00,235.11184081990083,67.53699545565824,205.08475361272704,436.2978958060681,74.28763340635301,484.0864800204557,93.93312024298147,117.82002289052453,106.0751277358168,87.38043030682397,373.46272673403644,448.1468451829649,418.6986938255469,464.9909893085951,381.2396701628146,393.65700370152507,459.15145403665895,499.19892683929595,463.2856320797053,443.03867561842793,215.09794824683183,253.64484065200512,101.40840233023982,125.84733964009975,111.3228145361803,270.502904958307,359.37954847900716,320.23232898678253,86.97026312708498,322.1395726939202,229.78532265952344,196.20358964168236,155.23759877019705,269.99110929795086,318.20240078228943,400.3493053748686,62.51368784606816,381.9312518776978,121.15683933012542,69.45921240583023,342.2605568201271,339.0356123058943,337.802769651238,219.89100744930963,324.69179268838576,330.72133614715386,197.2102750510656,322.0799899094746,195.84761961459697,304.31968093506407,342.02788313786954
2025-08-01 09:35:00,235.1892086680583,67.62641859903626,205.0842353209229,436.5404297547286,74.34424389641879,484.84387901021336,93.93707813886456,117.81354484788955,106.10392684154547,87.23721909830283,373.16204939043115,448.8029701863777,419.0225851944687,464.6934969502165,380.76643218023315,394.27902288252045,459.3664966536354,500.1571982300006,463.8742022922381,442.41177684114274,215.01724608332813,253.7842410463208,101.43254025978109,125.79458427804607,111.33904555956414,270.7244184430175,359.74130450268314,319.79517540525666,86.91798734693987,322.19229874023694,230.21792416682118,196.20887464793609,155.17732511207925,270.3233591505751,318.5908380027663,400.57224733009696,62.569141949549774,381.74824258535307,121.28321505978963,69.29403961043464,341.9387727546882,339.2500531354532,337.3788345180255,219.89466310186248,324.5055225219038,330.4282950236672,196.7084928665888,322.23042323774433,195.77609025013805,304.127640911322,341.6129917398536
2025-08-01 09:36:00,235.0814080454553,67.61356190131883,205.3294853272741,436.60392563926337,74.19054320297604,484.9945931182881,94.03868163455343,117.82850934653968,106.12408769722707,87.31465119987077,373.58262845275885,448.89759855454014,419.1417240068703,464.9969432551164,380.38368673355,393.7026488651262,459.9094976536372,500.5964359367224,464.17910490752945,443.63284972658374,215.3143422822099,253.69316914256228,101.2930598775199,125.7566155582371,111.29699377372897,270.66781767474436,360.2810076980323,319.42593322286604,86.9112720575292,322.2978412149471,230.3297422018203,196.31031877640933,154.96016592001962,270.7012716105259,318.24911265635865,400.84393032502663,62.56873590347807,381.7654500748153,121.32774616018291,69.26436549384617,341.7411629727417,339.20025962020577,336.78032693142165,219.79091094567966,324.46512560148386,330.76036287930503,196.7385736299515,322.17851337789955,195.7303688777166,304.33016898133894,341.67059352941607
2025-08-01 09:37:00,235.3123995838705,67.66561629310284,205.64885097491884,436.3167439507358,74.14991226436494,485.27517247732766,94.14480719566292,117.78969716487167,106.16518601259254,87.31168174309516,373.02112860265413,448.74122109578224,419.6982439513156,465.38795906068276,380.45459886592903,394.21624153504695,460.25458043401466,500.83473078071614,464.6446127210265,444.0189966430313,215.32640877980137,254.174973913594,101.30401286650958,125.8243209600576,111.20053568334286,270.9725523718053,360.39264090954714,319.6691983690685,86.82254126570615,322.17051409895726,230.257210552176,196.5925121321934,154.82039243954034,271.1777284890034,318.58645191159,401.2391326655526,62.603848123453105,380.41529887166945,121.47815157859075,69.32619853079773,340.7868994045856,339.4740649957272,337.24167019570143,219.63703699424477,323.70527378984895,330.3380290349613,196.71225878819965,321.80017377801494,195.65514064616096,304.31865352114573,342.0973673773141
2025-08-01 09:38:00,235.17472510343612,67.61257278128043,205.49294778174203,435.69197288585116,73.93789960287917,485.29137635968164,94.14329162248008,117.86523216934962,106.1938610016248,87.38160189745449,372.83650915517296,448.40707590466275,419.83246999776065,464.5460730821055,380.0148914356634,394.5762627181549,460.98245267422874,499.7251048864029,465.0876573147833,443.65694021798,215.2442845546144,254.24922157002214,101.31166808558976,125.85882711773782,111.23551345144702,271.03681774856125,360.4466206719743,319.3450337642157,86.77312277851088,321.9979199771441,230.431116915745,196.58547529138085,154.78702365712596,271.21277443664553,318.5574861011042,401.67960651093307,62.48073345166586,380.28349332264406,121.47197237669009,69.36041025857885,341.08880988606484,339.38333835192583,337.6895653490275,219.73434364827756,323.5222323446328,330.4116176004757,196.42967738716322,321.8903406385289,195.65580304547524,304.12577310659293,341.9960829724622
2025-08-01 09:39:00,235.0045630405603,67.68612459494499,205.50510327633017,435.76456470716016,74.03653460237264,485.8534848015277,93.94929714602345,117.89008673591407,106.41538117985529,87.48095241154437,373.1782495460768,448.51911151717087,419.56457883339425,465.1361076975173,379.8468705316306,394.21673766522696,461.16014151130094,500.5497858896812,464.46432214798244,443.8649577382859,215.1010466141573,254.47065599977478,101.4847182028774,125.88570201971862,111.23539981584393,270.7640341218854,360.14115667016233,319.5175864598256,86.88625255580146,322.14689411511756,230.54517286517884,196.5405983830287,154.9529141256718,271.4222207471629,318.333030089277,401.2846019975277,62.55403683622555,379.68875014121386,121.2915293224281,69.38598480019652,341.5932241003616,339.0810909784368,337.0095224738974,219.84831596497486,322.857032073959,330.5603399531762,196.45912266661122,322.3623814894149,195.5755688339236,303.92121003626676,342.4856512250311
